student_id,school_id,grade_level,subject,assessment_date,score,pass_fail
STU0482,SCH04,4,Reading,2025-10-06,46.4,Fail
STU0373,SCH07,4,Science,2026-03-01,75.5,Fail
STU0500,SCH01,3,Writing,2025-08-13,37.9,Pass
STU0360,SCH08,6,Reading,2025-05-18,65.2,Pass
STU0521,SCH02,6,Math,2026-03-03,81.6,Fail
STU0570,SCH02,5,Writing,2026-03-31,55.4,Pass
STU0562,SCH03,6,Writing,2026-02-21,77.0,Pass
STU0349,SCH04,8,Writing,2025-04-28,,Fail
STU0558,SCH04,4,Math,2025-07-31,52.3,Fail
STU0118,SCH08,5,Math,2025-07-17,72.1,Fail
STU0072,SCH02,8,Writing,2025-04-11,59.6,Fail
STU0507,SCH01,3,Reading,2025-05-02,80.8,Pass
STU0151,SCH03,6,Science,2025-12-05,39.4,Fail
STU0592,SCH08,4,Reading,2025-04-09,62.5,Fail
STU0446,SCH06,3,Math,2026-01-09,56.1,Fail
STU0131,SCH05,3,Science,2025-09-15,100.0,Pass
STU0574,SCH06,3,Science,2025-11-15,,Pass
STU0241,SCH07,8,Writing,2026-01-16,51.3,Fail
STU0391,SCH07,7,Reading,2025-10-30,51.2,Pass
STU0487,SCH03,4,Writing,2026-02-11,75.8,
STU0158,SCH05,8,Reading,2025-04-11,56.2,Pass
STU0012,SCH02,8,Math,2025-08-07,87.3,Fail
STU0140,SCH02,4,Writing,2025-05-07,92.5,Fail
STU0436,SCH03,6,Writing,2026-03-10,52.5,Fail
STU0232,SCH03,6,Math,2026-03-16,62.7,Fail
STU0243,SCH05,6,Science,2025-08-16,72.1,Fail
STU0378,SCH02,7,Writing,2025-10-07,68.9,Pass
STU0146,SCH05,6,Math,2026-02-25,47.6,Pass
STU0484,SCH02,8,Science,2025-08-11,,Pass
STU0352,SCH01,6,Writing,2026-02-01,51.2,Fail
STU0432,SCH06,5,Science,2025-11-12,66.7,Pass
STU0037,SCH05,8,Science,2025-12-14,83.7,Pass
STU0587,SCH01,8,Science,2026-02-24,74.4,Pass
STU0294,SCH08,3,Reading,2025-06-23,38.7,Fail
STU0259,SCH03,7,Science,2025-04-07,67.0,Fail
STU0264,SCH01,8,Math,2025-04-22,41.8,Pass
STU0458,SCH06,4,Science,2025-05-24,48.0,Pass
STU0497,SCH03,7,Math,2025-08-10,64.5,Pass
STU0158,SCH08,6,Writing,2025-10-06,73.3,
STU0451,SCH03,4,Science,2025-05-02,79.1,Pass
STU0054,SCH03,6,Writing,2026-02-16,71.9,Fail
STU0309,SCH08,8,Reading,2025-04-14,50.9,Fail
STU0269,SCH03,7,Writing,2025-10-15,84.1,Pass
STU0296,SCH08,6,Science,2025-10-04,90.1,Pass
STU0100,SCH06,6,Science,2025-07-24,62.6,Fail
STU0277,SCH05,3,Science,2025-07-05,,Pass
STU0200,SCH06,8,Reading,2025-12-21,55.7,Fail
STU0561,SCH01,8,Math,2025-08-03,69.1,Pass
STU0538,SCH02,8,Writing,2025-10-31,,Fail
STU0225,SCH05,5,Reading,2025-07-08,88.4,Pass
STU0223,SCH02,8,Math,2026-02-13,72.4,Pass
STU0134,SCH07,8,Reading,2025-07-02,86.4,Fail
STU0302,SCH08,8,Math,2025-09-13,53.9,Fail
STU0284,SCH07,8,Science,2026-01-17,66.8,Fail
STU0064,SCH07,6,Science,2025-06-08,,Pass
STU0265,SCH05,4,Writing,2025-06-24,105.9,Pass
STU0403,SCH03,8,Writing,2025-06-10,85.7,Pass
STU0148,SCH07,4,Math,2026-01-22,88.3,Pass
STU0036,SCH02,3,Science,2026-01-05,55.6,Fail
STU0020,SCH08,4,Math,2025-05-21,88.2,Fail
STU0156,SCH06,6,Math,2025-07-30,58.9,Fail
STU0490,SCH07,6,Math,2025-12-01,66.8,Fail
STU0125,SCH06,5,Science,2025-09-13,67.7,Fail
STU0057,SCH02,5,Science,2025-08-14,82.6,Fail
STU0208,SCH03,7,Math,2025-10-24,76.1,Fail
STU0196,SCH05,8,Writing,2026-03-02,84.8,Fail
STU0499,SCH02,8,Writing,2026-01-28,55.2,Pass
STU0144,SCH01,4,Math,2025-12-29,64.2,Fail
STU0399,SCH02,7,Science,2026-04-05,48.3,Fail
STU0547,SCH08,3,Math,2025-09-16,60.8,Pass
STU0416,SCH02,4,Writing,2025-05-07,79.5,Pass
STU0594,SCH04,3,Math,2025-09-23,66.4,Pass
STU0483,SCH01,4,Reading,2026-03-15,50.7,Pass
STU0177,SCH01,5,Math,2026-04-02,59.2,Pass
STU0109,SCH02,6,Reading,2025-08-30,70.5,Pass
STU0208,SCH07,5,Writing,2025-06-01,49.6,Pass
STU0330,SCH04,3,Reading,2025-05-05,104.6,Fail
STU0065,SCH02,5,Reading,2025-09-28,68.4,Fail
STU0567,SCH03,6,Reading,2025-10-30,58.9,Pass
STU0137,SCH02,8,Writing,2025-11-15,68.5,Fail
STU0083,SCH01,3,Reading,2026-02-16,65.4,Pass
STU0291,SCH07,8,Writing,2026-02-21,64.4,
STU0536,SCH08,6,Reading,2025-12-02,58.5,Pass
STU0039,SCH03,8,Writing,2026-03-31,63.1,Fail
STU0357,SCH07,3,Reading,2025-09-24,,Pass
STU0121,SCH02,7,Science,2025-06-26,96.7,Pass
STU0476,SCH04,5,Math,2025-06-22,34.5,Pass
STU0116,SCH03,8,Writing,2025-07-19,59.2,
STU0056,SCH06,5,Reading,2026-01-29,68.1,Fail
STU0258,SCH06,7,Writing,2025-04-15,91.7,Pass
STU0162,SCH01,6,Math,2025-12-21,,Pass
STU0241,SCH08,7,Science,2025-11-26,46.3,Fail
STU0236,SCH02,5,Reading,2025-07-26,80.1,Pass
STU0243,SCH07,4,Writing,2025-06-18,72.5,Fail
STU0056,SCH07,4,Reading,2025-11-16,64.3,Fail
STU0183,SCH07,5,Reading,2026-01-19,58.5,Fail
STU0277,SCH04,5,Reading,2025-12-24,70.6,Pass
STU0583,SCH01,5,Reading,2025-12-01,80.9,Fail
STU0176,SCH06,4,Science,2025-06-02,78.8,Pass
STU0175,SCH04,3,Writing,2025-12-19,78.8,
STU0485,SCH08,5,Math,2025-07-02,54.4,Fail
STU0253,SCH04,5,Writing,2025-07-16,,Pass
STU0588,SCH01,6,Math,2025-11-16,52.9,Pass
STU0482,SCH01,6,Writing,2026-01-29,41.4,Pass
STU0464,SCH08,4,Math,2026-01-01,71.5,
STU0417,SCH04,4,Science,2026-02-17,,Pass
STU0017,SCH08,8,Science,2026-02-01,88.8,Pass
STU0471,SCH01,6,Writing,2025-04-27,72.2,Fail
STU0190,SCH06,8,Writing,2025-05-26,37.7,Pass
STU0073,SCH07,8,Science,2025-10-02,,Fail
STU0556,SCH04,8,Math,2025-10-24,65.6,Fail
STU0057,SCH06,3,Math,2025-08-26,55.6,Pass
STU0375,SCH06,4,Math,2026-03-27,79.3,Pass
STU0142,SCH06,4,Math,2025-10-22,53.5,Pass
STU0231,SCH06,5,Science,2025-04-07,48.2,Fail
STU0284,SCH01,3,Science,2025-04-07,58.2,Pass
STU0482,SCH05,6,Science,2025-12-28,82.3,Pass
STU0193,SCH08,3,Math,2025-07-13,60.7,
STU0112,SCH03,5,Math,2025-07-13,,Pass
STU0509,SCH03,4,Math,2025-12-24,57.4,Pass
STU0486,SCH06,6,Writing,2025-10-12,,
STU0299,SCH04,3,Math,2025-06-17,75.6,Fail
STU0422,SCH06,8,Science,2025-11-27,60.1,Fail
STU0543,SCH08,6,Science,2025-10-15,38.8,Fail
STU0176,SCH05,4,Writing,2025-10-08,54.8,Fail
STU0296,SCH01,4,Science,2025-07-17,60.0,
STU0549,SCH05,4,Reading,2025-09-03,104.6,Pass
STU0166,SCH04,3,Math,2025-05-05,87.6,Fail
STU0267,SCH06,4,Reading,2025-07-10,67.2,Pass
STU0325,SCH06,4,Science,2026-04-01,29.3,
STU0125,SCH01,6,Writing,2025-05-20,81.0,Pass
STU0470,SCH06,4,Math,2025-05-19,86.5,Fail
STU0303,SCH08,5,Reading,2025-08-04,64.5,Fail
STU0347,SCH02,8,Writing,2025-11-14,74.7,
STU0316,SCH01,6,Reading,2026-02-16,63.2,
STU0366,SCH02,5,Math,2025-12-03,60.3,Pass
STU0285,SCH04,3,Math,2025-10-26,61.8,Fail
STU0090,SCH07,4,Writing,2025-05-31,59.6,Pass
STU0370,SCH07,4,Writing,2025-10-26,86.6,Fail
STU0396,SCH06,3,Science,2025-08-25,60.8,Fail
STU0575,SCH02,4,Writing,2026-01-01,78.7,Fail
STU0454,SCH05,4,Writing,2026-04-02,65.9,Pass
STU0148,SCH04,5,Writing,2025-08-03,52.6,Fail
STU0068,SCH07,3,Math,2025-07-23,,Fail
STU0180,SCH08,8,Reading,2025-06-09,,Pass
STU0191,SCH07,5,Writing,2026-03-20,95.1,Fail
STU0506,SCH08,4,Math,2026-03-17,75.4,Pass
STU0158,SCH05,5,Writing,2025-04-27,83.8,Fail
STU0428,SCH03,6,Reading,2025-05-07,83.6,Pass
STU0123,SCH05,6,Math,2026-03-11,56.4,Fail
STU0580,SCH07,5,Writing,2026-02-10,59.7,Pass
STU0383,SCH01,5,Reading,2025-08-10,60.7,Fail
STU0139,SCH06,4,Math,2025-06-21,63.9,Fail
STU0370,SCH07,8,Science,2025-04-19,79.9,Pass
STU0527,SCH04,8,Reading,2026-03-09,71.8,Pass
STU0172,SCH06,5,Science,2025-04-17,64.9,Fail
STU0099,SCH06,4,Math,2025-07-25,91.0,Pass
STU0531,SCH05,5,Writing,2025-06-15,39.2,
STU0105,SCH04,4,Reading,2025-06-18,85.7,Pass
STU0573,SCH02,6,Writing,2026-04-07,74.5,Pass
STU0018,SCH08,5,Science,2025-07-14,64.2,Fail
STU0143,SCH08,7,Science,2025-05-13,74.0,Pass
STU0228,SCH03,8,Reading,2025-10-07,79.3,Pass
STU0315,SCH03,4,Reading,2025-06-25,83.7,Pass
STU0080,SCH01,6,Writing,2025-10-13,66.1,Pass
STU0202,SCH02,3,Math,2026-03-25,35.8,Pass
STU0068,SCH05,8,Math,2026-03-05,74.3,Pass
STU0127,SCH04,7,Reading,2025-07-30,73.6,Pass
STU0150,SCH05,7,Science,2025-09-22,80.8,Fail
STU0165,SCH04,7,Math,2025-08-02,84.0,Pass
STU0542,SCH04,8,Reading,2026-03-27,79.5,Fail
STU0176,SCH01,8,Math,2025-04-25,,Fail
STU0376,SCH03,6,Math,2026-03-26,52.5,
STU0364,SCH07,6,Reading,2025-08-03,52.7,Fail
STU0127,SCH08,3,Reading,2026-03-03,66.6,Fail
STU0370,SCH05,7,Math,2026-03-12,83.2,
STU0291,SCH08,7,Science,2025-08-27,76.6,Fail
STU0232,SCH07,5,Writing,2026-03-06,70.1,
STU0377,SCH03,3,Writing,2025-11-21,73.3,Pass
STU0406,SCH08,7,Math,2026-02-03,79.0,Pass
STU0173,SCH02,5,Reading,2026-02-19,78.2,
STU0206,SCH07,3,Reading,2025-11-28,80.7,Fail
STU0596,SCH05,8,Writing,2025-07-21,47.5,
STU0488,SCH07,6,Science,2025-05-17,77.9,Pass
STU0257,SCH08,6,Reading,2025-04-17,81.2,Pass
STU0031,SCH02,8,Math,2025-11-29,76.5,Pass
STU0184,SCH07,7,Science,2026-03-03,52.6,Pass
STU0311,SCH02,3,Writing,2026-04-03,70.7,Fail
STU0503,SCH05,7,Science,2025-06-12,58.3,Pass
STU0033,SCH07,3,Writing,2025-11-17,40.1,Fail
STU0471,SCH01,3,Reading,2025-10-13,77.1,Fail
STU0169,SCH08,6,Reading,2025-09-30,62.3,Pass
STU0583,SCH08,8,Writing,2025-10-08,81.8,Fail
STU0576,SCH03,7,Math,2025-05-02,54.4,Fail
STU0362,SCH05,5,Math,2026-03-19,79.1,Pass
STU0047,SCH03,5,Science,2025-12-25,75.3,Fail
STU0390,SCH02,6,Science,2025-12-27,49.5,Fail
STU0422,SCH06,3,Reading,2025-05-31,68.3,Pass
STU0068,SCH05,3,Science,2026-03-06,89.7,Pass
STU0021,SCH06,3,Writing,2026-02-10,59.4,Fail
STU0274,SCH01,8,Writing,2025-12-26,54.8,Pass
STU0325,SCH07,7,Writing,2025-04-25,65.0,Fail
STU0103,SCH04,5,Writing,2025-09-25,74.1,Fail
STU0171,SCH05,5,Writing,2026-03-19,74.4,
STU0549,SCH04,5,Science,2025-04-25,88.3,Pass
STU0305,SCH07,4,Math,2025-05-11,64.0,Fail
STU0280,SCH02,7,Writing,2026-02-11,,Fail
STU0215,SCH06,3,Science,2025-05-11,55.3,Fail
STU0205,SCH07,6,Science,2025-10-04,67.6,Fail
STU0561,SCH03,3,Reading,2025-04-29,58.8,Fail
STU0275,SCH07,7,Math,2025-08-26,63.2,Pass
STU0374,SCH08,4,Reading,2026-02-06,81.4,Fail
STU0446,SCH07,5,Math,2026-01-24,86.5,Pass
STU0423,SCH05,5,Reading,2025-11-08,67.2,Fail
STU0245,SCH02,4,Reading,2025-10-06,88.3,Pass
STU0252,SCH05,6,Writing,2025-11-04,53.1,
STU0207,SCH03,5,Reading,2025-12-08,62.1,Pass
STU0265,SCH05,8,Reading,2026-03-11,65.3,Fail
STU0021,SCH01,3,Science,2026-01-13,64.5,Fail
STU0066,SCH07,5,Math,2025-04-19,45.1,Pass
STU0242,SCH02,7,Math,2026-03-22,85.3,Fail
STU0509,SCH02,4,Math,2025-05-20,69.9,Fail
STU0242,SCH07,4,Reading,2025-10-08,55.1,Pass
STU0180,SCH04,5,Writing,2025-06-12,42.9,Pass
STU0503,SCH06,8,Math,2025-09-12,84.3,
STU0559,SCH07,6,Reading,2025-07-29,98.0,Pass
STU0372,SCH08,8,Science,2025-06-20,61.0,Fail
STU0022,SCH01,8,Math,2025-07-25,58.4,Pass
STU0260,SCH07,5,Science,2025-05-19,43.4,Pass
STU0548,SCH04,6,Writing,2025-12-11,106.1,Fail
STU0309,SCH02,4,Science,2025-09-07,,Pass
STU0165,SCH08,8,Science,2025-11-08,86.6,Fail
STU0035,SCH05,3,Writing,2025-06-05,50.4,Fail
STU0423,SCH06,8,Writing,2026-02-02,87.9,Pass
STU0268,SCH02,5,Writing,2025-04-11,48.6,Fail
STU0465,SCH01,3,Reading,2026-01-03,49.8,Pass
STU0004,SCH07,4,Science,2025-11-16,48.6,Fail
STU0590,SCH02,3,Reading,2026-02-14,68.1,Pass
STU0421,SCH06,6,Writing,2025-11-12,91.7,Pass
STU0267,SCH03,8,Science,2025-05-04,,Fail
STU0377,SCH03,6,Writing,2025-07-10,58.5,Pass
STU0022,SCH01,7,Reading,2025-10-15,101.8,Pass
STU0269,SCH03,3,Writing,2025-05-06,45.6,Fail
STU0267,SCH03,3,Science,2026-01-01,77.3,Pass
STU0539,SCH07,6,Writing,2025-07-12,85.0,Pass
STU0230,SCH04,4,Science,2025-06-05,63.9,Pass
STU0442,SCH04,7,Reading,2025-11-24,85.0,Fail
STU0194,SCH07,4,Writing,2025-04-11,69.0,Fail
STU0242,SCH08,4,Science,2025-04-30,64.5,
STU0088,SCH01,6,Reading,2025-10-13,96.1,Fail
STU0218,SCH07,8,Writing,2025-05-15,38.6,Fail
STU0075,SCH02,7,Math,2025-12-02,100.8,Fail
STU0363,SCH01,3,Science,2025-08-09,79.2,Fail
STU0310,SCH07,8,Science,2025-04-27,89.3,
STU0595,SCH03,5,Reading,2025-06-05,91.4,Fail
STU0348,SCH08,4,Math,2025-10-14,60.4,Pass
STU0267,SCH02,5,Math,2026-04-06,84.8,
STU0512,SCH05,8,Science,2025-08-09,78.9,Fail
STU0271,SCH06,6,Reading,2025-08-06,,Fail
STU0504,SCH03,7,Writing,2026-04-04,76.0,Pass
STU0188,SCH01,6,Science,2026-02-17,70.8,Pass
STU0479,SCH07,3,Writing,2025-05-02,,Fail
STU0469,SCH08,3,Reading,2025-08-17,71.6,Pass
STU0358,SCH02,4,Science,2025-08-15,71.8,
STU0577,SCH04,7,Math,2026-01-02,76.3,Pass
STU0427,SCH02,4,Writing,2026-02-14,,Pass
STU0292,SCH02,6,Science,2026-03-28,39.9,Pass
STU0332,SCH03,3,Math,2025-11-03,45.2,Fail
STU0465,SCH05,7,Math,2025-10-17,73.8,Fail
STU0045,SCH08,5,Reading,2026-01-27,69.1,Fail
STU0331,SCH01,8,Math,2025-04-14,72.6,Fail
STU0095,SCH07,5,Reading,2025-09-14,69.6,Fail
STU0092,SCH01,4,Reading,2025-12-07,,Fail
STU0413,SCH05,8,Reading,2025-08-30,,Fail
STU0318,SCH03,5,Math,2025-05-24,80.0,
STU0525,SCH04,6,Writing,2026-03-30,80.8,Fail
STU0093,SCH07,5,Reading,2025-12-18,56.7,Fail
STU0437,SCH02,3,Science,2026-03-23,90.2,Pass
STU0508,SCH02,5,Writing,2025-06-15,64.2,Fail
STU0082,SCH08,5,Reading,2025-09-04,90.7,
STU0255,SCH07,5,Math,2025-11-08,65.7,Pass
STU0047,SCH02,7,Writing,2025-07-15,53.7,Fail
STU0364,SCH05,7,Math,2025-04-17,76.7,Pass
STU0117,SCH08,4,Reading,2025-08-13,70.5,Fail
STU0305,SCH06,7,Writing,2025-04-10,64.2,Fail
STU0272,SCH06,4,Reading,2025-11-30,77.9,
STU0109,SCH07,7,Math,2026-01-27,90.8,Pass
STU0405,SCH02,3,Reading,2025-08-02,58.7,Fail
STU0499,SCH05,7,Science,2025-12-10,54.2,Fail
STU0310,SCH02,4,Reading,2026-02-05,75.3,Pass
STU0193,SCH01,4,Writing,2025-06-15,68.6,
STU0248,SCH07,8,Reading,2025-09-19,90.0,Pass
STU0486,SCH07,3,Math,2025-05-06,81.2,Pass
STU0157,SCH08,6,Writing,2025-05-29,84.3,Pass
STU0207,SCH05,7,Writing,2026-02-23,70.0,Pass
STU0342,SCH01,3,Writing,2026-03-29,96.9,Fail
STU0038,SCH08,6,Writing,2025-04-07,64.3,Fail
STU0238,SCH01,7,Math,2025-07-01,56.5,
STU0275,SCH07,6,Math,2025-06-03,74.2,Fail
STU0356,SCH08,8,Writing,2025-09-10,80.3,Pass
STU0481,SCH06,6,Reading,2025-05-27,69.6,Pass
STU0348,SCH08,4,Science,2026-01-21,65.5,Fail
STU0369,SCH08,4,Reading,2026-01-28,53.3,Fail
STU0089,SCH08,4,Reading,2025-11-29,74.4,
STU0426,SCH08,5,Reading,2025-06-27,,Pass
STU0571,SCH01,3,Science,2026-02-17,78.3,Pass
STU0179,SCH01,3,Science,2026-03-08,58.4,Fail
STU0117,SCH04,3,Reading,2025-12-12,20.5,Fail
STU0048,SCH05,4,Math,2025-10-07,72.1,Pass
STU0449,SCH08,3,Math,2025-09-02,72.1,Pass
STU0576,SCH01,7,Math,2025-07-31,47.8,
STU0121,SCH04,5,Reading,2025-09-24,64.8,Fail
STU0102,SCH03,8,Science,2025-05-18,44.7,Fail
STU0142,SCH02,4,Writing,2025-10-13,93.2,Pass
STU0252,SCH08,5,Science,2025-04-14,63.1,Pass
STU0088,SCH05,5,Writing,2025-04-16,53.8,Pass
STU0543,SCH07,4,Reading,2025-10-18,85.0,Fail
STU0424,SCH07,6,Science,2025-09-23,83.2,Pass
STU0530,SCH02,3,Science,2025-07-30,,Fail
STU0412,SCH03,6,Math,2025-08-12,64.8,Pass
STU0589,SCH01,8,Science,2025-04-30,70.6,Fail
STU0412,SCH05,8,Science,2025-04-07,69.6,Fail
STU0541,SCH03,8,Writing,2025-12-30,67.0,Fail
STU0211,SCH08,8,Science,2025-06-27,87.9,Fail
STU0203,SCH05,3,Math,2025-12-30,51.0,Fail
STU0400,SCH03,7,Science,2026-02-17,72.1,Fail
STU0534,SCH06,8,Reading,2026-03-03,85.5,Pass
STU0029,SCH05,4,Science,2025-06-27,61.5,Pass
STU0062,SCH06,5,Science,2026-02-02,24.3,Pass
STU0049,SCH02,6,Science,2025-10-15,,Fail
STU0242,SCH04,5,Science,2025-12-01,67.3,
STU0587,SCH03,8,Writing,2026-03-24,56.8,Fail
STU0529,SCH04,5,Writing,2025-07-05,66.6,
STU0151,SCH07,6,Math,2026-01-21,81.2,Pass
STU0488,SCH04,6,Math,2025-04-07,76.6,Fail
STU0539,SCH07,7,Writing,2026-01-10,,Fail
STU0451,SCH08,8,Writing,2025-05-15,,Pass
STU0148,SCH03,6,Writing,2025-11-15,84.1,Pass
STU0218,SCH08,6,Math,2025-07-06,85.0,Pass
STU0573,SCH06,3,Writing,2025-04-16,79.1,Fail
STU0042,SCH03,3,Science,2025-09-26,77.2,Fail
STU0384,SCH05,5,Writing,2025-10-08,76.2,
STU0050,SCH05,5,Reading,2025-08-31,69.5,Pass
STU0501,SCH01,3,Science,2026-03-16,72.1,Fail
STU0587,SCH05,7,Writing,2025-06-07,,Fail
STU0387,SCH08,8,Reading,2025-12-09,69.3,Fail
STU0461,SCH08,4,Science,2025-05-29,50.3,Pass
STU0420,SCH07,4,Writing,2025-10-13,65.6,
STU0285,SCH02,4,Math,2025-10-03,71.9,Fail
STU0575,SCH02,8,Math,2025-07-12,75.4,Pass
STU0584,SCH04,6,Math,2025-12-01,87.5,Pass
STU0545,SCH03,3,Science,2025-05-23,70.6,
STU0087,SCH06,6,Math,2025-04-19,57.0,Fail
STU0024,SCH06,6,Reading,2026-01-26,42.4,Fail
STU0392,SCH05,3,Math,2025-06-13,,Pass
STU0555,SCH03,5,Reading,2025-05-16,78.5,Pass
STU0315,SCH07,8,Reading,2026-01-12,91.4,Pass
STU0334,SCH03,3,Math,2026-02-16,66.0,Pass
STU0423,SCH06,5,Writing,2025-09-10,74.5,Pass
STU0054,SCH04,4,Reading,2025-11-26,,Fail
STU0118,SCH05,3,Science,2025-09-14,,Fail
STU0567,SCH07,3,Writing,2026-03-03,88.9,Pass
STU0276,SCH02,4,Reading,2025-11-14,71.8,Fail
STU0582,SCH07,6,Math,2025-05-15,78.1,Pass
STU0383,SCH03,4,Writing,2025-08-17,53.5,Fail
STU0043,SCH01,6,Science,2025-04-08,62.8,Pass
STU0494,SCH05,7,Science,2025-10-29,60.6,Fail
STU0360,SCH04,7,Science,2026-01-17,91.6,
STU0308,SCH02,6,Math,2025-09-16,74.9,Pass
STU0570,SCH05,6,Reading,2025-09-28,39.0,Fail
STU0351,SCH05,8,Writing,2025-09-22,43.9,Fail
STU0252,SCH06,5,Reading,2026-02-16,,Pass
STU0137,SCH01,7,Writing,2025-05-04,73.1,Pass
STU0010,SCH03,6,Writing,2025-11-04,,Pass
STU0552,SCH01,8,Writing,2025-05-10,49.4,Pass
STU0362,SCH07,7,Science,2025-12-03,46.3,Pass
STU0128,SCH08,5,Reading,2025-05-10,86.7,Fail
STU0010,SCH04,8,Math,2025-07-03,69.2,Fail
STU0197,SCH02,7,Science,2025-12-02,45.4,Pass
STU0240,SCH08,5,Math,2025-06-07,61.8,Pass
STU0008,SCH04,8,Writing,2025-05-14,99.9,Pass
STU0285,SCH08,4,Reading,2025-11-30,57.6,Pass
STU0067,SCH03,8,Math,2025-11-20,51.7,Pass
STU0266,SCH04,7,Science,2025-07-17,76.1,Fail
STU0574,SCH08,3,Writing,2026-01-23,89.1,Pass
STU0331,SCH07,6,Science,2026-03-26,81.1,Fail
STU0371,SCH01,8,Reading,2026-02-17,80.6,Pass
STU0285,SCH07,7,Writing,2026-01-02,62.0,Fail
STU0084,SCH01,8,Reading,2025-05-14,81.7,
STU0077,SCH04,4,Reading,2025-05-30,65.4,
STU0029,SCH08,6,Math,2025-06-23,,Fail
STU0257,SCH04,3,Writing,2025-11-22,69.0,Pass
STU0342,SCH04,3,Writing,2025-06-29,81.7,Pass
STU0458,SCH02,3,Math,2025-07-11,80.6,Pass
STU0131,SCH01,6,Math,2025-05-06,60.7,Fail
STU0443,SCH02,3,Math,2025-05-20,56.3,Fail
STU0412,SCH02,7,Writing,2026-02-14,63.4,Pass
STU0011,SCH08,6,Writing,2025-05-10,76.6,Pass
STU0348,SCH01,6,Science,2025-05-19,38.4,Pass
STU0111,SCH02,3,Math,2025-07-04,44.0,Pass
STU0522,SCH05,5,Writing,2026-01-18,52.2,
STU0456,SCH03,4,Reading,2026-03-16,69.5,Fail
STU0599,SCH07,7,Science,2026-02-28,62.9,Fail
STU0598,SCH03,4,Writing,2026-03-30,63.0,Fail
STU0009,SCH03,3,Reading,2025-09-30,80.8,Pass
STU0433,SCH06,4,Reading,2026-03-01,61.6,Pass
STU0350,SCH04,8,Writing,2025-07-04,60.2,Fail
STU0340,SCH06,7,Science,2025-08-23,60.2,Fail
STU0044,SCH08,4,Math,2025-08-11,72.4,
STU0236,SCH08,7,Reading,2025-04-14,,Fail
STU0385,SCH04,6,Reading,2025-11-25,,Pass
STU0372,SCH01,3,Science,2025-11-04,75.3,Fail
STU0451,SCH04,8,Science,2025-06-01,69.4,Pass
STU0031,SCH04,4,Science,2026-01-04,82.3,Pass
STU0348,SCH04,4,Reading,2025-11-10,95.7,Pass
STU0181,SCH05,3,Math,2025-08-03,72.0,Pass
STU0347,SCH04,5,Writing,2025-12-20,60.9,Pass
STU0379,SCH06,8,Reading,2026-02-08,106.4,Fail
STU0067,SCH02,4,Reading,2025-06-06,53.1,Pass
STU0197,SCH07,8,Science,2026-03-28,61.4,Pass
STU0048,SCH04,7,Science,2026-02-09,,Pass
STU0336,SCH04,3,Science,2025-09-17,88.4,Fail
STU0215,SCH02,6,Math,2025-05-13,47.0,Pass
STU0521,SCH07,8,Science,2025-11-22,51.2,Fail
STU0383,SCH08,8,Writing,2025-09-22,68.1,Fail
STU0275,SCH07,8,Math,2025-07-17,76.5,Fail
STU0241,SCH07,4,Science,2025-09-29,98.7,Fail
STU0387,SCH03,5,Science,2025-05-23,60.3,Pass
STU0303,SCH08,7,Science,2025-11-17,65.5,
STU0598,SCH01,6,Science,2026-04-04,52.9,
STU0377,SCH08,5,Science,2026-02-03,75.5,Fail
STU0026,SCH03,6,Reading,2025-06-18,67.4,Pass
STU0302,SCH02,5,Reading,2025-06-03,73.9,Pass
STU0122,SCH02,5,Math,2026-03-30,55.0,Fail
STU0257,SCH05,8,Science,2026-04-02,64.1,Pass
STU0142,SCH05,3,Science,2026-03-21,65.2,Fail
STU0416,SCH01,6,Reading,2025-07-22,81.6,Fail
STU0234,SCH04,8,Reading,2026-03-02,50.2,Fail
STU0473,SCH06,3,Science,2026-02-14,70.9,Pass
STU0440,SCH07,4,Writing,2025-04-14,49.8,Fail
STU0143,SCH03,5,Math,2025-10-12,73.9,Fail
STU0364,SCH06,4,Writing,2025-06-17,45.6,Fail
STU0334,SCH01,7,Math,2026-03-16,79.3,Pass
STU0158,SCH06,7,Writing,2025-10-04,78.1,Fail
STU0066,SCH07,4,Writing,2025-06-01,66.7,Pass
STU0337,SCH08,8,Science,2026-01-13,73.9,Pass
STU0033,SCH08,3,Reading,2025-08-09,71.9,Pass
STU0072,SCH07,5,Reading,2025-04-08,70.3,Pass
STU0466,SCH01,5,Math,2025-05-12,89.9,Pass
STU0335,SCH07,6,Reading,2025-10-02,75.9,Fail
STU0490,SCH02,6,Reading,2026-03-21,67.5,Pass
STU0211,SCH05,6,Writing,2025-04-11,78.6,Fail
STU0208,SCH08,5,Reading,2025-10-16,84.5,Pass
STU0147,SCH08,3,Writing,2025-10-12,59.1,Fail
STU0583,SCH08,6,Writing,2025-04-25,61.1,
STU0094,SCH05,8,Writing,2025-09-19,51.5,
STU0401,SCH03,6,Reading,2025-08-17,91.7,Pass
STU0443,SCH08,6,Reading,2025-04-14,65.9,Pass
STU0246,SCH03,5,Science,2025-07-20,61.6,Pass
STU0223,SCH08,6,Math,2025-04-25,74.0,Pass
STU0517,SCH06,6,Writing,2025-05-14,67.8,Pass
STU0259,SCH04,7,Math,2026-01-06,62.3,Fail
STU0391,SCH06,8,Writing,2025-10-28,,Pass
STU0407,SCH01,3,Science,2025-06-09,93.2,Fail
STU0476,SCH08,6,Math,2025-07-06,90.1,Pass
STU0562,SCH04,8,Writing,2025-08-25,85.7,Pass
